decision_id,trial_id,participant_id,selected_candidate_id,study_fit_id,participant_history_count,candidate_pool_version,selected_utility,eligible_candidate_count,eligible_candidate_ids_sha256,excluded_candidate_ids,candidate_reconstruction,objective_components,optimizer_version,posterior_version,data_version,observation_fingerprint,scoring_seconds,posterior_predictive
20,20,1,item_019__item_029,4,19,feb667101ba568ca,1.960516286937217,481,301912e2d87410be20d9b3877e493a37c460445036359027c29c91bbe6cc9c8b,"['item_001__item_003', 'item_004__item_014', 'item_006__item_011', 'item_007__item_082', 'item_009__item_084', 'item_012__item_013', 'item_015__item_020', 'item_016__item_021', 'item_018__item_093', 'item_021__item_046', 'item_033__item_034', 'item_039__item_049', 'item_040__item_042', 'item_044__item_046', 'item_045__item_070', 'item_051__item_052', 'item_059__item_060', 'item_063__item_073', 'item_072__item_074']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 481}",predictive-entropy-v1,bradley-terry-bootstrap-v1,16,048bb5256c0f06e23ae71f17d050ba2af358d8fe7925d8d74e687f32c872a52d,0.00042766900014612474,"[0.5, 0.5]"
21,21,2,item_037__item_038,4,0,feb667101ba568ca,1.960516286937217,500,0f5873a1e34781988241c090f9d840bb33038716518431e80f0bf9b4a591206a,[],All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 500}",predictive-entropy-v1,bradley-terry-bootstrap-v1,16,048bb5256c0f06e23ae71f17d050ba2af358d8fe7925d8d74e687f32c872a52d,0.00043472899960761424,"[0.5, 0.5]"
22,22,2,item_080__item_090,4,1,feb667101ba568ca,1.960516286937217,499,b8bd13ba44a0789ca80bc59bd707e06970e480033b6a48944c72b3baef1037d2,['item_037__item_038'],All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 499}",predictive-entropy-v1,bradley-terry-bootstrap-v1,16,048bb5256c0f06e23ae71f17d050ba2af358d8fe7925d8d74e687f32c872a52d,0.000451338999937434,"[0.5, 0.5]"
23,23,2,item_017__item_092,4,2,feb667101ba568ca,1.960516286937217,498,804815f0b1bb4b380b559a54eb1e63aff3317869de9459ab383c5eaf8fb0026a,"['item_037__item_038', 'item_080__item_090']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 498}",predictive-entropy-v1,bradley-terry-bootstrap-v1,16,048bb5256c0f06e23ae71f17d050ba2af358d8fe7925d8d74e687f32c872a52d,0.00046318400018208195,"[0.5, 0.5]"
24,24,2,item_035__item_037,4,3,feb667101ba568ca,1.960516286937217,497,5955b1019b4c9b2e88a5136499159d16849a894d3e743af9fe3044a8b07bdaa5,"['item_017__item_092', 'item_037__item_038', 'item_080__item_090']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 497}",predictive-entropy-v1,bradley-terry-bootstrap-v1,16,048bb5256c0f06e23ae71f17d050ba2af358d8fe7925d8d74e687f32c872a52d,0.0004288189998078451,"[0.5, 0.5]"
25,25,2,item_035__item_036,5,4,feb667101ba568ca,1.960516286937217,496,13607c4ed624553ce9d75fbe4b154cf2b16bb495d86318d8de7190e285622918,"['item_017__item_092', 'item_035__item_037', 'item_037__item_038', 'item_080__item_090']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 496}",predictive-entropy-v1,bradley-terry-bootstrap-v1,22,3deaedaf2fa9d19b5467a331a79ca85f31218e3d232e46f97fc5df7f9439728e,0.0004393160002109653,"[0.5, 0.5]"
26,26,2,item_071__item_096,5,5,feb667101ba568ca,1.960516286937217,495,9c0fa52fc4c9d8fcfcbcfb4ac18133edb0c48504195a0fd0ccb0427d3675f223,"['item_017__item_092', 'item_035__item_036', 'item_035__item_037', 'item_037__item_038', 'item_080__item_090']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 495}",predictive-entropy-v1,bradley-terry-bootstrap-v1,22,3deaedaf2fa9d19b5467a331a79ca85f31218e3d232e46f97fc5df7f9439728e,0.00045941999997012317,"[0.5, 0.5]"
27,27,2,item_076__item_081,5,6,feb667101ba568ca,1.960516286937217,494,88c19fc8eb034194be8a935c6204c212dca4a18c8595279e733bd9b528e01655,"['item_017__item_092', 'item_035__item_036', 'item_035__item_037', 'item_037__item_038', 'item_071__item_096', 'item_080__item_090']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 494}",predictive-entropy-v1,bradley-terry-bootstrap-v1,22,3deaedaf2fa9d19b5467a331a79ca85f31218e3d232e46f97fc5df7f9439728e,0.0004423619998306094,"[0.5, 0.5]"
28,28,2,item_064__item_065,5,7,feb667101ba568ca,1.960516286937217,493,eebd04f56d8bc0f0e09f8866a1803d4d5467779dcba82b6449a0b80693667523,"['item_017__item_092', 'item_035__item_036', 'item_035__item_037', 'item_037__item_038', 'item_071__item_096', 'item_076__item_081', 'item_080__item_090']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 493}",predictive-entropy-v1,bradley-terry-bootstrap-v1,22,3deaedaf2fa9d19b5467a331a79ca85f31218e3d232e46f97fc5df7f9439728e,0.00044580100029634195,"[0.5, 0.5]"
29,29,2,item_047__item_048,5,8,feb667101ba568ca,1.960516286937217,492,29ed26a470b8effa51b12408c951863ad253ca47c6bb00252840fb6a52812941,"['item_017__item_092', 'item_035__item_036', 'item_035__item_037', 'item_037__item_038', 'item_064__item_065', 'item_071__item_096', 'item_076__item_081', 'item_080__item_090']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 492}",predictive-entropy-v1,bradley-terry-bootstrap-v1,22,3deaedaf2fa9d19b5467a331a79ca85f31218e3d232e46f97fc5df7f9439728e,0.0004329719999986992,"[0.5, 0.5]"
30,30,2,item_053__item_078,6,9,feb667101ba568ca,1.960516286937217,491,e61cdf0d49bbb233a768542b58b28e4a40fff0aa05272e2ca979d34c5d387ef9,"['item_017__item_092', 'item_035__item_036', 'item_035__item_037', 'item_037__item_038', 'item_047__item_048', 'item_064__item_065', 'item_071__item_096', 'item_076__item_081', 'item_080__item_090']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 491}",predictive-entropy-v1,bradley-terry-bootstrap-v1,27,33be2c12a5c413aac165e55d61000a87fa2ee765e55269de39fd005cf3b6eb7b,0.0004445790000318084,"[0.5, 0.5]"
31,31,2,item_095__item_097,6,10,feb667101ba568ca,1.960516286937217,490,1abf5e1e21dfd90eeb4eb140f72d838c633ebcefa6b8adbdf1a43ec8f1c80e32,"['item_017__item_092', 'item_035__item_036', 'item_035__item_037', 'item_037__item_038', 'item_047__item_048', 'item_053__item_078', 'item_064__item_065', 'item_071__item_096', 'item_076__item_081', 'item_080__item_090']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 490}",predictive-entropy-v1,bradley-terry-bootstrap-v1,27,33be2c12a5c413aac165e55d61000a87fa2ee765e55269de39fd005cf3b6eb7b,0.00044642900002145325,"[0.5, 0.5]"
32,32,2,item_075__item_085,6,11,feb667101ba568ca,1.960516286937217,489,7df8cf6ce41496ea332d832fd909e221c26938a033235c63e1a266fe0144f198,"['item_017__item_092', 'item_035__item_036', 'item_035__item_037', 'item_037__item_038', 'item_047__item_048', 'item_053__item_078', 'item_064__item_065', 'item_071__item_096', 'item_076__item_081', 'item_080__item_090', 'item_095__item_097']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 489}",predictive-entropy-v1,bradley-terry-bootstrap-v1,27,33be2c12a5c413aac165e55d61000a87fa2ee765e55269de39fd005cf3b6eb7b,0.0004352949999884004,"[0.5, 0.5]"
33,33,2,item_023__item_024,6,12,feb667101ba568ca,1.960516286937217,488,b66790be90792bb7b2a55c89dd2d67745761fdbbd3bda5674d070c06556001a7,"['item_017__item_092', 'item_035__item_036', 'item_035__item_037', 'item_037__item_038', 'item_047__item_048', 'item_053__item_078', 'item_064__item_065', 'item_071__item_096', 'item_075__item_085', 'item_076__item_081', 'item_080__item_090', 'item_095__item_097']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 488}",predictive-entropy-v1,bradley-terry-bootstrap-v1,27,33be2c12a5c413aac165e55d61000a87fa2ee765e55269de39fd005cf3b6eb7b,0.00045356100008575595,"[0.5, 0.5]"
34,34,2,item_026__item_027,6,13,feb667101ba568ca,1.960516286937217,487,961333e03220bec198d7740bd431206788d12b4746e29bd7d2145f09f0b5b032,"['item_017__item_092', 'item_023__item_024', 'item_035__item_036', 'item_035__item_037', 'item_037__item_038', 'item_047__item_048', 'item_053__item_078', 'item_064__item_065', 'item_071__item_096', 'item_075__item_085', 'item_076__item_081', 'item_080__item_090', 'item_095__item_097']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 487}",predictive-entropy-v1,bradley-terry-bootstrap-v1,27,33be2c12a5c413aac165e55d61000a87fa2ee765e55269de39fd005cf3b6eb7b,0.00042803900032595266,"[0.5, 0.5]"
35,35,2,item_028__item_030,7,14,feb667101ba568ca,1.960516286937217,486,ebd43b22ac7aa91aed988586659232ecd2d8cd2fc759fcd0aa8054a75f6dd00e,"['item_017__item_092', 'item_023__item_024', 'item_026__item_027', 'item_035__item_036', 'item_035__item_037', 'item_037__item_038', 'item_047__item_048', 'item_053__item_078', 'item_064__item_065', 'item_071__item_096', 'item_075__item_085', 'item_076__item_081', 'item_080__item_090', 'item_095__item_097']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 486}",predictive-entropy-v1,bradley-terry-bootstrap-v1,32,4c43b48b74421a04ff1596df7c90a656a9363dbd33d29804946c9e57bd6a4b94,0.00044952400003239745,"[0.5, 0.5]"
36,36,2,item_022__item_024,7,15,feb667101ba568ca,1.960516286937217,485,34692d900343d156930ec783906345bbaa2cdb51f7219fa1384ea42110117dca,"['item_017__item_092', 'item_023__item_024', 'item_026__item_027', 'item_028__item_030', 'item_035__item_036', 'item_035__item_037', 'item_037__item_038', 'item_047__item_048', 'item_053__item_078', 'item_064__item_065', 'item_071__item_096', 'item_075__item_085', 'item_076__item_081', 'item_080__item_090', 'item_095__item_097']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 485}",predictive-entropy-v1,bradley-terry-bootstrap-v1,32,4c43b48b74421a04ff1596df7c90a656a9363dbd33d29804946c9e57bd6a4b94,0.0004488939998736896,"[0.5, 0.5]"
37,37,2,item_089__item_094,7,16,feb667101ba568ca,1.960516286937217,484,1bee556cecdaff9b5ce6c1f6e1f0b1849f45a6b03c5da3e3f7d5a1720dd5307e,"['item_017__item_092', 'item_022__item_024', 'item_023__item_024', 'item_026__item_027', 'item_028__item_030', 'item_035__item_036', 'item_035__item_037', 'item_037__item_038', 'item_047__item_048', 'item_053__item_078', 'item_064__item_065', 'item_071__item_096', 'item_075__item_085', 'item_076__item_081', 'item_080__item_090', 'item_095__item_097']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 484}",predictive-entropy-v1,bradley-terry-bootstrap-v1,32,4c43b48b74421a04ff1596df7c90a656a9363dbd33d29804946c9e57bd6a4b94,0.0004557440001917712,"[0.5, 0.5]"
38,38,2,item_030__item_031,7,17,feb667101ba568ca,1.960516286937217,483,90d702a85ca2e708750c9561461ffbb1f19ec7909790be8094336288a2e6498e,"['item_017__item_092', 'item_022__item_024', 'item_023__item_024', 'item_026__item_027', 'item_028__item_030', 'item_035__item_036', 'item_035__item_037', 'item_037__item_038', 'item_047__item_048', 'item_053__item_078', 'item_064__item_065', 'item_071__item_096', 'item_075__item_085', 'item_076__item_081', 'item_080__item_090', 'item_089__item_094', 'item_095__item_097']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 483}",predictive-entropy-v1,bradley-terry-bootstrap-v1,32,4c43b48b74421a04ff1596df7c90a656a9363dbd33d29804946c9e57bd6a4b94,0.0004424040002959373,"[0.5, 0.5]"
39,39,2,item_061__item_066,7,18,feb667101ba568ca,1.960516286937217,482,3340b569b073df76770a7cb01a60560043df204759ccb080f1fa225489379f08,"['item_017__item_092', 'item_022__item_024', 'item_023__item_024', 'item_026__item_027', 'item_028__item_030', 'item_030__item_031', 'item_035__item_036', 'item_035__item_037', 'item_037__item_038', 'item_047__item_048', 'item_053__item_078', 'item_064__item_065', 'item_071__item_096', 'item_075__item_085', 'item_076__item_081', 'item_080__item_090', 'item_089__item_094', 'item_095__item_097']",All pair IDs generated from the versioned item-bank manifest minus excluded_candidate_ids.,"{'predictive_entropy_uncertainty_score': 1.960516286937217, 'candidate_count': 482}",predictive-entropy-v1,bradley-terry-bootstrap-v1,32,4c43b48b74421a04ff1596df7c90a656a9363dbd33d29804946c9e57bd6a4b94,0.00041647800026112236,"[0.5, 0.5]"
